Labels,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159
1,-0.837403614,0.555451904,-0.018115157,-0.277336993,-0.298673127,-0.773091336,-0.954230891,0.696221813,-0.322170896,-0.475609431,1.493112599,-0.360368547,-0.371758404,-0.36745644,-0.6218718,-0.439666712,-1.082563059,-0.465724445,0.187967069,0.399303064,0.399715286,-0.950514162,0.310839896,-0.23081573,-0.479151979,-0.145572277,-0.267626985,-0.754125071,-0.379340361,-0.535839897,-0.408538005,0.155354501,9.210788369,0.016016228,0.273309593,-0.772360735,-0.509694856,0.324746466,-0.614775721,1.70867977,0.186122075,-0.762904516,-0.360052213,-0.375191837,-0.161781869,0.030497552,-0.970859061,0.091027348,-0.175524991,-0.217467483,-0.498250471,-0.08585936,0.080800677,-0.379019889,0.922500252,-0.594535516,-0.710022392,0.807994681,-0.488519472,-0.533988825,-0.441743529,-0.249722735,-0.12326783,-0.100448732,-0.455428242,-0.661947446,2.868444,-0.173063844,-0.806565839,-0.729147424,-0.083370971,-0.772450085,-0.228085335,-0.544343787,0.2416648,0.19009396,-0.795419878,2.974149375,-0.22744034,-0.393658205,3.136442818,-0.641384585,-0.312196574,-0.188680293,1.174873833,2.543648603,0.700433712,-0.555335008,-0.349764322,0.715541388,0.810792579,-0.334645383,0.052484892,-0.237744678,0.071507442,1.148046013,-0.810916378,-0.832360349,0.733309448,-0.242752332,-0.064415663,-1.11810017,-0.367796576,-0.1617777,-0.252450542,0.761853903,-0.11927738,-0.124185178,-0.004288278,-0.734866395,-0.793351505,-0.709270393,-0.606058063,0.413297398,0.688026987,-0.244850548,0.301768257,-0.77240457,-0.307583643,-0.548234275,-0.383704859,-0.74393361,-0.135347053,0.267971542,-1.033639149,-0.23698936,0.393287444,-0.018191144,1.601970697,-0.437835829,-0.616929274,0.620471746,-0.656283967,-0.953024911,-0.771549515,-0.639852331,0.80247483,-0.430128478,-0.597842329,-0.070181986,0.144299319,-0.039935038,0.534504904,-0.747957413,0.941717895,-0.353263798,-0.524301701,-0.625618509,-0.599766865,0.035062938,0.622703203,-0.331683653,-0.7634927,0.938365128,-0.3740691,-0.483690949,0.328510744,-0.76493208,-0.123671704
1,-0.823089023,-0.147371315,-0.236280979,-0.935686186,-0.028044353,-0.701699356,-0.697686594,-0.362289075,-0.406108152,-0.240236603,-0.234848782,-0.585800866,-0.448201112,-0.36561595,-0.539200774,-0.510868142,0.344494798,-0.460396668,-0.25106248,1.796315787,0.561852468,-0.64160765,1.698585278,-0.279693575,0.170726398,-0.145572277,-0.267626985,-0.701033467,-0.337337591,-0.377824239,-0.434446409,-0.512626939,-0.282209044,-0.286474166,-1.095682197,-0.390420855,1.035526635,-0.096430246,-0.508445654,0.133602038,-0.201814723,0.351475454,-0.244719975,-0.514699993,-0.158641047,-0.363145801,-0.296287466,0.740533243,0.878059643,-0.434846902,0.242705954,-0.3998719,-0.436874799,-1.173470273,-0.662539424,-0.099962019,-0.366687582,-0.123371379,-0.307072827,-0.394401312,0.594279668,-0.748849944,-0.12235294,0.949992554,-0.420355854,0.118445327,0.43419036,-0.173000946,-0.961620566,-0.840510184,0.165898271,-0.882761961,-0.138387416,-0.923644222,0.934354511,-0.730272857,-0.454675051,-0.921336297,-0.20566235,-0.434773426,0.156772129,-0.359572636,-0.312196574,6.303653702,0.446897938,1.414155001,-0.679818436,0.364539973,-0.067510517,1.502418992,0.43045598,-0.287455416,1.843708181,-0.46756948,-0.592742964,-0.781869286,-0.759643407,-0.12256174,-0.348032202,0.079596722,-0.064415663,-1.375141179,-0.876895034,0.637082713,-0.935348205,-0.444488902,-0.119063833,-0.124185178,-0.405666525,-0.605742616,1.368024557,-0.49469724,-0.640259116,-0.555823759,-0.57286205,-0.250621609,-0.566476963,-0.952127034,-0.259205987,-0.576048504,-0.385939813,-0.625953296,-0.105584208,-0.172171721,-0.101144522,-0.134534851,-0.48381016,-0.363416038,0.389050032,-0.610022053,-0.3238064,0.232739935,-0.655644184,-0.858407014,0.019023027,-0.953726009,0.510305626,-0.303500468,-1.051566398,-0.070181986,2.143497868,-0.95057683,0.035643829,1.599025857,1.243117313,0.116220774,-0.55446209,0.067164593,-0.637484599,0.643425754,-0.6102221,-0.46803528,-0.834205271,1.058210833,-0.3740691,-0.131672285,0.466080562,-0.430781729,0.377950889
1,-0.808774431,-1.049613002,0.967899646,-1.083805678,-0.390897205,-0.822845049,-0.528216214,1.274541853,0.170025346,-0.158168278,0.104129036,-0.740047882,-0.675853276,-0.665569714,-0.736809126,-0.478217377,0.717919927,-0.506481177,-0.3089852,-0.494584161,0.019284033,-0.886308115,0.778314813,0.07844527,0.075513113,-0.145572277,-0.262500133,-0.746324603,-0.434883172,-0.535839897,-0.394090096,-0.4792536,-0.282209044,-0.359389902,-0.06823286,-0.31808329,-0.946111574,-0.873439065,1.492216343,0.13917448,-0.260741616,0.976863775,-0.360052213,-0.528127364,-0.157492338,-0.720861017,-0.588096198,0.175851893,-0.208523044,0.616486312,-0.438822548,-0.122460335,-0.053962552,-0.65043431,-0.510617905,0.116226543,0.814147139,-0.839838209,-0.240711417,-0.01354156,-0.599586619,1.573758527,-0.12326783,-0.571065319,-0.438290815,-0.813406754,-0.074126479,-0.17303311,0.10751943,-0.698759139,0.33687397,-0.830625379,-0.163405953,0.903693076,-0.097434658,1.886980254,-0.696050367,0.960838992,-0.22744034,2.098547506,0.43702291,-0.053314146,-0.312196574,-0.188680293,-0.284694349,-0.04940839,2.669223443,-0.97977016,-0.374424753,0.269257972,-0.209363696,0.098744182,-0.660505396,-0.191975869,0.912721152,1.03890832,-0.377358667,1.017462231,-0.753598129,-0.226447876,-0.064415663,-0.52073274,0.071536642,-0.194418278,-0.810166708,-0.161523011,-0.11927738,-0.124185178,-0.569326893,0.126212442,-0.720904759,-0.13759201,-0.240179723,-0.360230478,1.478761719,-0.261126775,1.072152556,-0.933405253,-0.241524167,-0.984307429,0.154826297,-0.77351841,-0.154484025,-0.010106344,-1.260353854,-0.56018363,-0.854668289,0.4823652,-0.086954187,1.174071227,0.321391762,-1.032162199,-0.524248762,1.083029285,-0.807856156,-0.44663383,-0.250676395,-0.449178361,0.187090873,-0.070181986,-0.59723447,0.090672929,-0.475662797,1.480012136,0.463865944,-0.317926616,-0.562565806,1.332709399,-0.293630585,-0.277370853,-0.107950538,0.927178435,2.568588917,-0.929014291,0.956898196,-0.182386744,-0.386705189,0.257929911,-0.820922245
1,-0.794459839,1.256043493,0.218321065,0.008543955,1.007189316,-0.943379912,-1.380399812,-0.280167953,-0.232513988,-0.465834579,-0.1924211,-0.75517097,-0.761792863,-0.697614042,-0.537907507,-0.489635078,-0.497826192,-0.5245058,-0.510140578,0.82663423,1.593112504,-0.986900621,0.37452668,-0.258846944,0.103280913,-0.145572277,-0.267626985,-0.817255097,-0.403546518,-0.535839897,-0.46240916,-0.449829241,-0.167459082,-0.145299241,-1.271040103,-0.786054902,-0.682682412,0.671755535,-0.744470274,-1.116294393,0.232875016,-0.327321492,-0.360052213,-0.510874089,-0.161781869,-0.037319982,0.843418888,0.051579251,0.698706905,-0.475205625,1.656434032,-0.160905681,-0.220604033,-1.102555822,1.405007337,1.419761883,-0.030463526,-0.27878546,-0.488519472,-0.10429835,-0.506975789,-0.663701054,-0.12150438,-0.756635569,-0.452676943,0.925487185,-0.376768546,-0.172776662,-0.386666384,-1.080013752,-0.108080847,0.273907023,-0.20858202,-0.813900302,-0.600591999,-0.583341202,-0.386025526,-0.791138736,-0.213446504,-0.730731095,0.557613153,-0.724771902,-0.312196574,-0.188680293,0.369872707,0.124045069,-0.663022149,0.083972288,-0.334661019,0.552410759,1.801541943,0.598088406,-0.660505396,-0.46756948,-0.370224646,-1.337173085,0.746048984,-0.331706462,0.493957849,-0.196730442,-0.064415663,-0.999659562,-0.212395744,-0.191455321,0.008638768,0.034422781,0.659611443,-0.124185178,-1.08912976,-0.860405785,-0.598046244,-0.168243396,-0.985715168,-0.806398205,-1.239714867,0.129419633,-0.563313675,0.01344742,0.609240773,0.265013975,-0.618607133,-0.734565477,-0.127128924,0.119658222,-1.160329747,-0.469020378,-0.774314068,-0.792711799,0.020962743,-0.225440859,-1.200518763,-0.13370957,-0.751940925,-0.355280301,-0.829823205,-0.712345248,-0.904032951,-0.465727108,-0.684521495,-0.070181986,0.205571864,-0.455471024,0.296881685,-0.856746534,0.298918774,-0.484072305,-0.572460484,-0.202250207,-0.322714411,0.453175651,0.371359534,1.128240868,-0.050501014,-0.073250313,-0.3740691,-0.461650395,-0.355197457,-1.000687306,0.693412761
1,-0.780145248,-0.409648428,0.485585393,0.182743498,-0.331505506,-0.355620422,-0.163750684,-0.298431739,3.22733073,-0.230519141,-0.223880021,0.07482523,-0.286046331,-0.337801599,-0.11941506,-0.247892599,-1.232315108,-0.29397724,-0.440484794,-0.466518734,-0.339697822,-0.068186105,0.772773081,-0.278425072,-0.315144299,-0.145572277,-0.256257294,-0.295794773,-0.361030195,-0.45606407,1.059227595,-0.315276884,-0.192053527,-0.370196976,-0.270562688,-0.783199507,-0.548256195,1.112050397,2.202876336,-0.543245053,-0.260000014,-1.097247442,-0.272732736,-0.372238794,-0.161781869,-0.556453176,-0.038058019,-0.540338883,3.050811562,0.116833005,0.165281616,-0.196998948,-0.213790116,0.561758884,-1.375075355,-0.281125936,2.817996861,-0.461770236,-0.305345814,-0.731633012,-0.567642492,0.433653083,-0.12326783,-1.031043192,-0.391285954,-0.943126894,0.345451162,0.104047824,-0.606929587,-1.02687883,0.946461605,-0.552251042,0.650510406,-0.188265694,-0.352200044,1.679764068,0.378896973,-0.062266697,-0.205455067,0.016235376,0.504217269,-0.170677243,-0.312196574,-0.188680293,-0.814869294,-1.423223682,-0.774400285,0.271693672,-0.399467849,0.345078913,1.30527977,0.056915159,-0.660505396,4.829066751,-0.542957948,1.303047036,0.299765287,-0.742914036,-0.615234871,-0.230700477,-0.064415663,-1.227295537,-0.668958821,-0.146083783,0.32562677,0.14366762,-0.11927738,-0.123891732,0.675736075,11.04506159,-0.116196388,-0.25978859,-0.277944302,-0.751655099,-1.292138526,-0.25694894,-0.548943088,0.418805872,-0.24653973,1.04797933,1.127252221,-0.678483525,-0.162251201,0.050346347,-0.451762358,-0.416959927,0.415493568,-0.173720273,0.447971609,-0.691354649,-1.043656287,-0.718689242,0.870463943,-0.65789264,-0.666457056,0.088646841,0.947488301,-0.327043152,2.84242664,-0.068436063,-0.564847826,-0.687506708,-0.125272634,0.735945879,0.222303647,-0.362296472,-0.438327968,1.635694332,-0.292719558,-1.644629736,-1.5316521,-0.643587589,0.822882222,-0.754782081,0.609946756,-0.44706247,-0.381663869,-0.1179459,-0.315862706
0,-0.765830656,-0.338816488,-0.55436632,-0.543220822,-0.696673786,-0.597807495,-0.054713721,-0.469953972,0.506550002,-0.464617198,13.06862066,-0.725982223,-0.796290792,-0.68262406,-0.593313684,-0.139453877,-0.649223242,-0.387915598,-0.226466091,-0.377798887,-0.327312343,-0.783365013,-0.729669999,0.484538922,0.04182327,-0.145572277,-0.261607647,-0.59895177,-0.434883172,-0.535839897,-0.341761811,-0.473443947,-0.186748843,-0.055844025,3.475267081,-0.723591486,-0.867882945,-0.337666597,1.142900523,0.848211159,-0.260993077,-0.145683399,-0.313823567,-0.452773109,-0.159263741,-0.807433093,0.316923627,0.007455074,0.253004449,3.186890859,-0.830046181,0.879645692,0.570858078,-0.498496732,0.984951818,-0.185410789,-0.51199042,-0.535161554,-0.488519472,-0.790889715,0.675368606,0.194988892,-0.122534325,1.083884442,-0.416463586,0.668112034,-1.183517735,-0.173021059,0.158231093,0.694045936,0.081659283,-0.92117524,-0.237157851,0.560157121,-0.158369463,-0.739069147,-0.605599412,0.985578528,-0.22744034,-0.493449521,-0.736991777,-0.488238382,-0.312196574,-0.188680293,-0.425831932,-1.286194001,0.937963223,-0.857794205,-0.381177406,-0.809155573,-0.490781604,-0.056933915,0.845090738,-0.46756948,4.100754248,1.59243473,2.085217648,-0.765962768,0.049705491,0.991901625,-0.064415663,-0.363819837,0.091248422,-0.165639052,1.46001759,-0.784666121,-0.11927738,-0.124185178,0.513515795,-0.770229465,-0.579486518,-0.653605519,-1.085491925,-0.770350294,-0.041767648,-0.185087942,-0.228548283,-0.380262093,-0.288192417,0.702358391,-0.436299761,-0.686875553,-0.154920978,0.164807732,-0.486035392,-0.218975065,-0.233519945,-1.116525785,1.939511853,0.695265135,-0.161235885,-0.109706505,-0.226919047,-0.39716108,-0.528708521,-0.011129447,0.278958082,-0.406864199,-0.766670704,-0.070181986,-0.624738519,0.22326395,-0.433212852,-0.831559207,-0.521529084,-0.463104139,-0.299411495,2.536809531,-0.514302343,-0.152756503,0.249730818,-0.781113201,1.668121458,-0.778290892,1.188593867,-0.484119855,-1.298427211,-0.338496097,-0.24082919
0,-0.751516064,-0.277747929,-0.827913871,0.577412759,0.217924141,1.3018853,-0.088432255,-0.358359097,2.723237196,0.2874396,-0.233883851,1.875052472,1.48935161,2.01220897,0.087983712,0.41197305,2.824415816,2.360474273,-0.396000598,-0.122401496,-0.273266615,-0.568738415,-0.20987583,-0.359868354,-0.479151979,-0.145572277,-0.260148045,-0.293293612,-0.094831591,2.454809623,0.186537501,0.947852543,-0.282209044,0.35734709,0.650690256,-0.550739889,0.483023481,0.423656751,-0.061949642,0.829243494,-0.260684271,0.121743031,0.67380432,1.063530038,0.595347717,-0.627967625,-0.505700756,-0.068692004,-0.379593465,-0.580735739,0.165157997,0.976815702,0.637335076,1.784321173,-0.796841132,0.066813152,1.481374529,-0.062598366,-0.127022491,-0.49884512,0.66215563,0.164177184,-0.103218451,-0.272239415,0.461613013,-0.50370711,-0.246553348,-0.004458682,1.625163289,2.010438789,0.59126115,-0.340936774,-0.184442584,0.631859149,1.514521113,-0.201588491,0.506987965,1.289823794,-0.205746145,-0.141093276,-0.726500465,-0.035383022,0.20788988,-0.188680293,-0.621510217,0.250594528,-0.174711464,0.952817061,-0.33360624,-0.303218212,0.477057461,-0.174650742,-0.660505396,1.944528459,0.088269076,0.32344773,-0.679556742,0.7748776,-0.192091581,-0.218967747,15.5241747,1.307291434,0.840501005,0.244704077,-0.25120338,0.151045334,-0.11927738,-0.12399215,-0.08004739,0.444532494,1.241407819,-0.209111516,-0.018222939,-0.067439192,-0.708230846,-0.220540495,-0.509158304,-0.097590754,-0.211215274,-0.370263296,-0.524562197,0.811553944,-0.169794402,-0.121235712,0.145741335,0.429079869,-0.583962911,-0.24166268,0.075594543,-0.17221021,0.526720275,-0.351105331,1.842703507,-0.052925668,0.558993774,0.267580906,1.27457725,0.544046286,2.058785076,-0.070181986,-0.162949575,-0.499874467,-0.076173187,2.27925368,-0.828586194,0.200717905,-0.307461191,-1.411996351,-0.169424902,-0.249467136,0.392604493,0.461338365,0.084960942,-0.173755683,-0.3740691,-0.45545799,0.704289057,1.156275906,-0.235675343
1,-0.737201472,-0.550661949,-0.561001241,-0.856328001,-0.504539965,-0.553557716,1.259111965,0.129666749,-0.381111033,-0.384527985,0.019116221,-0.520509504,-0.686804066,-0.471508256,-0.528438871,3.577831824,0.862909707,-0.221189318,1.142015018,-0.363562959,-0.4317726,-0.661838827,-0.759781093,-0.004212536,0.489727094,-0.145572277,-0.264429545,-0.657767752,-0.06094692,-0.26659248,-0.379726206,-0.450175643,-0.206135052,2.482753213,-1.015748512,-0.381376725,-0.629389854,-1.161130155,-0.066241974,-0.165701006,-0.260970681,-0.427136423,-0.360052213,-0.436610231,-0.159106001,-0.406815196,1.580222826,-0.754448718,0.472839384,-0.566503776,-0.89658075,0.154823516,-0.03308183,1.758871757,-0.410752366,0.064081441,-1.07310032,0.213352454,-0.411244807,-0.105196576,-0.206621979,0.54342998,-0.12131929,-0.784324527,-0.139761485,1.088397599,0.653172323,-0.173073541,0.188335516,-0.238096775,-1.000034886,-0.532340654,-0.243013862,-0.454341292,0.123446538,4.481388782,-0.498604771,-0.663145439,-0.22744034,-0.730731095,0.236935245,-0.400459539,-0.312196574,-0.188680293,-0.525479271,-0.608240774,-0.722985468,-0.07325146,-0.356634874,0.167524063,-0.54796351,0.104183861,-0.660505396,-0.209711282,-0.25568593,-1.148812155,-0.291574707,-0.95761621,0.384564116,-0.237668069,-0.064415663,1.186714073,-0.160266963,-0.147432282,0.435674508,-0.057697433,-0.119186435,-0.124185178,-0.205216861,-0.676248009,-0.860922878,-0.272821806,-0.610543601,2.379930069,-0.54929096,-0.098838399,0.042172205,-0.935807091,-0.28697771,-0.790961708,-0.498447698,-0.511912982,-0.17471288,-0.280686068,-0.424902614,-0.37889144,0.163598562,-0.483779869,-0.3662149,-0.859513815,1.063322232,0.263786778,-0.435779953,1.313434524,-0.573322745,-0.510093694,0.916205324,-0.318846551,-0.429738275,-0.062816615,-0.623106372,-0.714301473,-0.441457937,-0.05272525,5.317054953,-0.315587708,-0.501427553,-0.009660195,0.146954027,-0.13774058,0.928099432,-0.845545498,0.031454445,-0.281939224,-0.3740691,-0.387975985,-1.137735713,-0.158292534,1.164055706
1,-0.722886881,-0.445737076,-0.575022997,2.896765066,0.017415865,0.240549828,2.399606846,-0.528382824,-0.14340156,-0.327428513,-0.244880085,0.046230365,0.076207706,-0.114974046,0.275980413,0.8145768,-0.028280875,-0.075528529,-0.04922198,0.546149456,-0.283006106,0.05004466,-0.114164773,-0.310499302,-0.123138517,-0.145572277,-0.267626985,0.427298228,-0.434883172,0.223518458,-0.399838599,0.896565282,0.118330773,-0.304015774,-0.714025625,0.023966532,0.043805379,-0.05880318,-0.528302223,-0.803948089,-0.261136304,-0.362318734,-0.249215562,-0.360355924,-0.161781869,-1.270002515,1.401969937,0.009572931,-0.714560042,-0.418885462,-0.585012442,-0.486709842,-0.550890269,-0.587617537,-0.81710471,-0.03950845,-0.605811977,1.366794002,0.906650165,-1.030652943,-0.276541641,-0.600129373,-0.12326783,-0.03299274,0.193210601,-0.036543209,0.116372966,0.057467399,-0.712018508,-0.673490499,-0.937547134,-0.391105729,0.005286233,-0.954992552,0.020902528,-0.657323625,0.003262387,-0.455736238,4.189125471,-0.161830691,-0.735864341,-0.206140555,-0.312196574,-0.188680293,-0.25517358,-0.035340073,-0.699469662,0.438441366,-0.255206921,-0.115030049,-0.710640071,-0.750344529,1.746217155,-0.273624154,-0.610219478,0.311863852,-0.669051627,-1.340331172,0.077505869,-0.231278289,-0.064415663,0.283823365,-0.514851853,-0.105081834,2.866129356,0.649079669,-0.118866892,-0.122136509,0.908303276,-0.359119544,-0.688620888,0.605928008,-0.919605125,-0.221872899,-1.093264055,-0.22659221,-0.572733414,2.762290655,-0.23784576,-0.765851889,-0.054579258,0.432662768,-0.094038432,-0.224318692,-0.552443946,-0.1511126,0.6485404,-0.415030061,-1.210164394,-0.852140733,-0.291200569,0.589458993,0.02925757,0.358459207,-0.149613927,-0.76667154,-0.716961679,0.069167578,-1.055345018,-0.06685822,0.07226651,-0.410543368,1.104714541,-0.67966777,1.101924302,-0.386289827,-0.478675045,-0.646993707,0.527434015,2.168610129,0.000876269,-0.032975633,-0.506394498,-0.262125116,-0.3740691,-0.298542309,-0.049282092,-0.875173743,1.224354318
1,-0.708572289,-0.925601316,-0.781776246,-0.656462568,-0.32737665,-0.013642016,-1.499149107,-0.357110022,0.731129486,-0.345028191,-0.122363917,-0.198643905,-0.082887577,0.338944705,-0.401046955,-0.352062523,0.28318771,0.197162622,-0.477242604,-0.195153994,-0.266820537,-0.210809558,0.02371316,-0.412972742,-0.479151979,-0.145572277,-0.259974718,-0.350278412,-0.335461144,-0.052640944,0.347501981,-0.263544249,-0.160840283,-0.172321777,0.957138445,-0.239062676,0.220105246,0.294828624,0.435592743,0.436147291,-0.247259654,-0.33955249,-0.301282632,-0.500753256,-0.161781869,-0.158137576,-0.418440181,-0.048926748,0.276448757,-0.501684948,-0.718497273,0.773884776,0.823402456,0.36025925,1.0845243,0.757535884,0.442718395,-0.316345776,0.066329524,-0.522869484,-0.44170476,0.635436686,-0.122335339,1.517995144,-0.227200143,-0.435420728,-0.60042426,-0.130666069,0.46954782,1.402486551,-0.21075389,-0.275809657,-0.226591806,-0.205883515,-0.354853369,2.319792321,-0.252004396,-0.150954806,-0.22744034,-0.429079627,2.53041569,-0.303270975,-0.312196574,-0.188680293,-0.320229337,-0.262837159,0.828084494,-0.366130987,-0.188945612,-1.066149625,-0.085743854,0.577601728,-0.660505396,0.355165718,1.409336199,0.312558039,0.384345148,-0.29342715,-0.148466209,-0.218414112,-0.064415663,0.070323204,0.174468383,-0.147508999,-0.805228062,-0.373288497,-0.118842026,-0.123790136,-0.253263977,-0.480845197,-0.671925536,-0.289674448,0.519024524,-0.152251144,0.015570792,-0.206053141,1.02514563,-0.92868118,-0.307583643,-0.589596074,-0.455045501,-0.023475287,-0.169680414,-0.169218784,-0.457622271,-0.56018363,0.14444959,2.381306696,-0.085945216,2.920171474,0.471695643,-0.407065947,-0.154821155,-0.538256495,-0.289209858,0.241828802,-0.737689986,-0.050338001,2.18189996,-0.070181986,-0.484153803,0.295184508,-0.438667521,1.383790713,-0.780176528,-0.335680361,0.045124871,-0.047939571,-0.340066033,0.063873352,1.06287679,1.9879649,-0.080176417,-0.094628974,-0.3740691,-0.3734394,0.555693397,2.276716604,-1.130047958
0,-0.694257697,0.161840169,0.214484726,0.315586698,-0.06918114,1.163792265,0.569320713,-0.351778579,0.225834034,-0.328119317,-0.202106163,0.330161905,0.36533406,0.325287278,0.117272228,-0.374603479,0.622740183,1.093513761,-0.265970259,0.035290884,0.476054876,-0.497718315,0.733426402,-0.328630796,-0.307807546,-0.145572277,-0.172600816,-0.111635033,-0.023378489,2.464153603,-0.196456411,-0.100240543,-0.282209044,1.047620332,0.409557488,0.396775796,1.489349294,-0.040193105,-0.429482857,-0.130308675,-0.199029242,-0.344719472,-0.360052213,0.406594956,-0.108777792,0.707620881,0.055244358,0.032677131,0.2529334,0.064369228,0.206282031,-0.250136255,-0.369843757,0.232408638,0.088681477,0.5178416,0.427690626,-0.548318545,-0.297151686,-0.047014918,-0.23364424,0.158315724,-0.120372903,-0.64141645,1.013715976,-0.192049727,-0.285636955,-0.172959763,2.686511098,0.684288397,0.145080048,0.149012509,-0.154726595,-0.089639739,-1.023911256,-0.161490273,2.043239381,1.321760714,-0.22744034,-0.41859105,-0.657978759,0.099231231,-0.312196574,-0.188680293,0.413524924,0.257184306,-0.025714311,0.510872959,-0.35494822,0.781583392,-0.183345742,-0.044263099,0.660124019,-0.041878696,1.191542015,0.342764925,1.631173367,0.518597865,-0.012905288,-0.242752332,-0.064415663,-0.1498757,2.426114202,0.103559905,0.921190496,0.603393511,-0.052606935,-0.122345744,0.054725741,-0.15784398,0.041877412,-0.038055222,1.41823917,0.502018746,-0.082656545,-0.20367601,-0.052997226,-0.562343023,-0.231052219,-0.826467819,-0.05867566,-0.037502736,-0.17471288,-0.220305976,2.017457166,-0.410552929,0.125034373,1.187435827,0.220220832,0.613617401,0.481856827,-1.142998699,0.089566521,0.368325033,0.512504682,0.62805148,-0.240722913,1.238757774,1.382926058,-0.066534667,-0.60245904,-0.576101286,-0.357463447,-0.237296831,-0.232266093,-0.146406738,0.462605258,-0.258475736,-0.250740799,0.30774026,-0.503983192,-0.554345087,0.075495689,-0.450135399,-0.3740691,-0.059762606,1.502698228,1.673460334,0.27299573
1,-0.679943106,0.019132204,0.537340578,-0.589425457,-0.217812157,-0.425653088,-0.244213998,-0.375070988,-0.205377425,-0.082487795,-0.202621175,0.949735138,0.105163965,0.646521991,-0.491327418,0.323844333,-0.310848335,-0.068933175,-0.412414133,-0.461650707,-0.338853358,-0.195529538,-0.357153307,-0.169825032,-0.349492146,-0.145572277,-0.267626985,-0.265251618,-0.360733914,-0.535839897,-0.140542545,-0.178260126,-0.1464453,-0.047263363,1.365798318,-0.506893702,-0.371222932,-0.134484704,-0.246428047,0.459449841,-0.261181096,-0.367884723,0.341259337,0.584454599,-0.161781869,-0.297140352,-0.572476861,-0.179970385,0.322689982,-0.529791184,-0.229374922,-0.398497864,-0.445840514,1.811806596,0.932223957,-0.330384438,0.936241797,-0.432916016,0.063206201,-0.872972997,-0.542030697,0.659483177,-0.122572306,-0.879237299,-0.319324786,1.375888061,-0.667370362,-0.16706558,-0.332710708,0.713715968,-0.21943534,0.956000004,-0.241644886,1.638229647,1.24080709,0.024897561,-0.409335173,0.393418596,-0.22744034,1.969028567,-0.740447799,-0.301746296,-0.312196574,-0.188680293,-0.372195326,-0.579701948,-0.540375665,-0.657634655,-0.394704442,0.293961753,-0.534554431,-0.534163494,-0.184586914,-0.160755003,-0.464089352,0.527374559,0.439432753,-0.105301941,-0.452121772,-0.233676572,-0.064415663,0.387722325,0.896859462,-0.069423112,1.614223963,0.130443671,-0.11927738,-0.124185178,0.569681787,-0.116239356,0.996964162,-0.529494886,0.592271781,1.086966772,-0.622091476,-0.160931252,-0.30148434,0.053696953,-0.270809375,-0.740449228,-0.33570859,-0.290968283,-0.163453074,-0.221605253,-0.277712299,-0.452327706,0.477321141,0.018727589,0.139482121,-0.30218593,0.766846827,-0.323044504,0.112081236,0.342280588,-0.671979139,0.737841664,0.590047793,-0.381407623,1.687129973,-0.064923908,-0.559287495,0.709634016,-0.383579069,0.730623339,0.137656701,0.539536525,-0.300182882,-0.887388398,-0.511771438,0.808367154,-0.976741118,0.030599749,-0.545868013,0.215724561,-0.3740691,-0.410623616,-0.318686632,0.167885602,-0.583840049
