Labels,3,42,48,56,57,64,84,85,92,96,102,107,117,122,127,142,149,160,166,168,169,172,173,177,183,191,197,202,204,207,215,220,232,248,250,256,260,262,264,269,271,284,292,295,300,303,305,309,312,317
0,-0.451305699,0.042403031,0.54903786,-0.120103153,-0.12712852,0.482643552,2.333291634,1.876494672,0.16747269,-0.649861185,-0.280257948,-0.489588869,-0.516641098,-0.11912804,-0.488519472,0.643547738,-0.48935631,-0.108408328,-0.669375228,0.30449003,-0.139824632,-0.069496241,-0.227523948,-0.161639178,0.070727495,0.953186294,-0.106248317,-0.258665486,2.706421358,-0.378010745,-0.600343532,-0.101503327,0.009379293,-0.653894803,-0.50813072,-0.268763553,0.519833482,-1.494992838,-0.32272344,-0.58614034,-0.441953627,-0.699935307,0.189818584,0.215190256,-0.935480781,0.944096086,-0.297614025,0.41675725,0.056752159,0.501622264
0,0.717233621,-0.445881372,-0.314476441,-0.044725084,-0.721450002,0.545724767,0.015103055,0.498150176,-0.2620564,0.026317662,-0.131861944,-0.449403221,0.08167582,0.445242126,-0.077637256,-0.111853314,0.039513289,-1.10677679,0.039858395,-0.516621106,-0.523866592,0.417454604,0.178749741,-0.256970613,-0.452398746,-0.717535311,-0.106248317,0.284040816,0.048301272,0.411222202,0.541489367,0.008711501,-1.196335841,-0.154086678,1.193879836,-0.071347881,0.079639465,-0.750838094,-0.15470301,-0.743140249,1.681318336,1.844562398,-0.047443135,0.296339364,-0.500838061,-0.343366618,-0.273834085,-1.116888358,-0.590724123,-0.208167209
0,-0.962991729,-0.758228178,-0.489822193,-0.316527953,-0.674023053,-0.432663747,1.732806296,-0.195489038,1.358085908,-0.481691025,-0.055693353,2.021151946,-0.966731824,0.374463614,-0.488519472,1.428751172,-0.433022558,-0.883340948,-0.542887224,-0.624373198,-1.031434081,0.375936725,-0.79987746,0.366289421,-0.293678744,0.93318774,-0.106248317,-0.576467951,-0.031567839,-0.368949467,0.220554413,-0.166889416,1.03243813,-0.973406713,-0.3272836,-0.284711882,-0.921378999,-0.242732459,0.048318413,-0.251009009,-0.388595365,-1.009656439,-1.030975538,0.538528779,0.068553653,0.752999794,0.014836306,0.712263362,0.051640428,0.449404647
0,2.260423899,0.144924904,-0.54215193,-0.554111804,0.242070261,1.801276356,0.194227947,1.226016879,0.037009573,-0.258411704,-0.272621059,-0.506442611,-0.741992374,0.265090095,-0.346536921,-0.493348784,-0.546266448,0.077857689,-0.695035105,-0.177178662,-0.02848238,-0.611752896,-0.225244706,-0.208425454,0.928389844,-1.205993064,-0.106248317,-0.182492563,-0.170641514,0.276913372,0.593906461,-0.002823714,1.043022534,0.790120216,-0.239729369,-0.266269779,0.667813615,-0.398903338,-0.143352533,2.678386899,-0.963679817,-0.840624801,0.889467914,0.076321371,-0.097496811,0.386061961,-0.960408378,0.229078087,-0.378365638,-0.952678107
0,-1.161841524,0.586911308,-0.702906249,1.508142591,0.57424292,-0.395910165,0.046714244,0.580116369,-0.593100034,-0.249715899,-0.108197817,-0.610039403,-0.461991565,-0.925571612,-0.02920739,-0.305435268,-0.28635079,2.233551236,-0.689566263,1.26081866,1.213777705,-0.401808154,0.109092555,-0.256970613,0.122784607,1.067253709,-0.106248317,0.193517744,-0.660505396,-0.169405991,-0.658993807,-0.054968908,-0.406418219,-0.280263703,-0.761377811,-0.295149135,1.121890704,-0.014858926,-0.923864198,0.602351708,-0.698253569,-0.358873631,-0.647094145,-0.71380972,0.310102593,-1.177659217,0.221527007,0.028430586,-0.665100426,1.07210109
1,3.584815618,0.521169889,-0.629330664,0.488056213,0.241549006,-0.130077588,-0.09246405,-0.302170873,-0.060688651,-0.664035751,-0.203381921,-0.340384668,2.512669736,0.551786219,0.11949949,0.224761021,1.847098249,-1.00678234,-0.520783511,-0.395269499,0.178609937,-0.603686915,0.233552452,-0.256970613,0.388093203,0.131354153,-0.106248317,-0.327360208,0.598130376,-0.313995712,-0.010383682,-0.052862077,0.352095775,0.534474244,-0.289915827,-0.292117238,0.415020407,-0.46921379,1.40222972,0.479184549,-0.680212296,-0.156804833,0.673713279,-0.175079119,2.25774322,-0.212641326,-0.256109373,-1.731864068,2.074179652,-0.309779002
0,1.383475689,1.555370258,0.217912812,-0.264339399,0.815156855,0.189129541,1.236880193,0.338586342,0.143839743,0.34694868,0.218430049,-0.041635241,-0.354580227,-0.974899866,-0.348998834,-0.064897865,-0.55389661,1.100206132,-0.529853681,0.906475604,-0.405175644,-0.08475942,0.024689148,0.983280294,4.419234969,-0.704769903,-0.098081708,-0.054985709,-0.660505396,0.04772743,-0.623516305,-0.026990055,1.073858172,0.24060075,-0.164131054,-0.314187363,0.357477517,-0.915800778,0.38304901,0.403908368,0.083238057,-0.587801271,-0.136781103,0.092600821,-1.044055536,-1.027698391,0.335741784,0.311955722,-0.647736225,-0.441484931
1,2.423807948,0.542342516,0.703073181,0.096670054,-0.497246289,-0.296907265,-0.739060396,-0.49824129,-0.384341182,-0.590256552,-0.391199954,-0.51423487,-0.446422699,-1.012600654,-0.245120813,-0.748871852,-0.420756453,1.516906453,-0.091384822,-0.248421608,0.496677238,-0.955213025,-0.317558078,-0.229230522,0.355063886,-0.621184779,-0.096750359,-0.210773835,-0.380583178,-0.159694799,-0.570539157,-0.095531745,-0.044227912,-0.22167149,0.08959977,-0.28424299,-0.47440449,0.499435401,0.082546022,0.028117618,1.484746955,-0.846574123,0.107932613,0.16771849,-0.350142129,-1.038759367,-0.213605343,-0.425207614,-0.524290887,0.143131358
0,-0.733464618,-0.440388214,-0.108761501,-0.729561154,-0.637961198,-0.479804525,-0.676314971,-0.643110303,-0.30355845,1.473463981,-0.314007712,-0.591453621,-1.462275721,-1.1444284,-0.488519472,2.443811895,-0.184434012,-1.084562629,-0.909594551,-0.1751956,-0.68802196,-0.309282529,-0.205711708,-0.256970613,-0.61185363,-1.043387566,-0.106248317,1.107599545,0.064401871,-0.10097482,0.093171336,-0.13902071,-1.290852361,-0.888227745,0.823579877,-0.291315668,-1.425760909,0.701131478,-0.730302147,0.537522884,-1.059393882,0.052696159,-0.182888857,-0.833669613,0.859016292,-2.238901206,-1.455656076,-0.528941918,2.64027668,0.061466977
